名称,商品条码,规格,总销量,销售价,进货价
巴迪高 喷雾瓶真空瓶 分装瓶空瓶旅行便携小样喷雾瓶按压式/个(多规格可选),3007847929218,真空纳米喷雾瓶（100ML）,0,4.8,2.6
厚款聚拢胸贴上托小胸不掉显大漫画胸隐形无肩带婚纱礼服可用一次性文胸内衣 【两色可选】/套,3007824284019,肤色A罩杯,0,19.5,6.8
【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋/双,3007810795710,鞋码38-39建议37-38脚白色∵,0,8.4,3.8
塑料编织袋蛇皮袋 快递物流搬家打包袋子建筑装修垃圾沙土袋／个(规格可选),3007794599786,1个100*120,0,1.2,0.8
【多种编织】四股牛奶棉 牛奶线混纺线围巾帽子diy玩偶线钩针线儿童毛线团针织线/团,3007787792217,09鸡黄*1个,0,2.1,1.2
川洋塑业209 软毛清洁扫帚家用长柄单个扫把卧室扫地扫灰尘塑料懒人笤帚轻便,6901234562095,军绿色,0,10.2,5
川洋塑业908 轻奢马桶刷灰色/绿色 无死角卫生间酒店轻奢长柄洗厕所清洁刷子,3004098298452,绿色,0,6.9,3.9
川洋塑业908 轻奢马桶刷灰色/绿色 无死角卫生间酒店轻奢长柄洗厕所清洁刷子,6198780819081,灰色,0,6.9,4.4
猫抓板猫窝瓦楞猫窝一体耐磨磨爪神器猫咪抓盆猫爪板猫抓盆抓不烂颜色随机,3007766300310,椭圆58CM,0,9,4
全新气泡袋泡沫袋 加厚防震快递打包装气泡膜垫泡沫垫快递包装袋/张(规格可选),3007752319210,40cm×50cm*1张,0,0.6,0.4
新款蕾丝性感围胸抹胸内衣防走光聚拢少女打底带胸垫胸罩一字围女1件,3007748196016,肤色均码,0,10.8,3.9
加厚白色手提袋子 50个外卖打包袋塑料袋垃圾袋一次性打包袋子背心袋手提袋／捆,3007745095619,30*45（50个/捆）,0,2.9,2.3
川洋精品小套扫1套,3005068459873,蓝色,0,6.9,4.9
中筒韩版儿童袜子 儿童中筒袜长袜女童男童咖色字母C学生宝宝中大童潮袜/双（款式随机）,3007726457214,1双,0,1.8,0.6
【颜色可选】LED电子蜡烛 圆形露营灯浪漫情调求婚引路灯生日场景氛围装饰蜡烛灯无烟/个,3007720177217,白外壳灯光七彩一个,0,0.6,0.4
【规格可选】塑料手提袋hello兔服装店包装袋礼品袋购物袋子 1个,3007697648413,hello小兔;宽 40*30,0,0.5,0.4
川洋精品小套扫1套,3003047498325,橙色,0,6.9,4.9
八爪鱼电动车手机支架 车载支架摩托车导航支架电动电瓶车机车骑行防震减震架／个（需自行安装）,3007674505685,后视款,0,8.1,5
【细腻均匀】玻璃喷油壶喷油瓶雾化调味瓶按压式喷雾油瓶酱油壶喷壶约100ml/个,3007665427651,1个,0,5.3,2.3
【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋/双,3007663631715,鞋码36-37建议35-36脚粉色∵,0,8.4,3.8
川娃子 经典烧椒酱 200g/瓶,6972343079910,川娃子 经典烧椒酱 200g/罐,0,9.4,7.8
【菠萝格毛巾】珊瑚绒洗脸巾 35x75cm柔软毛巾加大加厚吸水家用洗脸洗澡面巾／条,3007626364414,灰色35*75cm【毛巾】,0,4.8,1.88
运动弹力绷带宠物迷彩自粘绷带定制弹性无纺布护指绷带自黏定做,3007626206011,湖蓝2.5cm*4m一卷,0,0.7,0.5
中筒袜 纯色简约休闲百搭学生长袜柔软舒适袜子 均码／双（颜色可选）,3007620254216,黑色,0,2.3,0.8
踩屎感boost内增高鞋垫男女不累脚防臭透气爆米花全垫增高鞋垫/双,3007609084612,2.5cm 35-36,0,5.4,3.7
红酒开瓶器1个/份 家用塑料简易便携酒起子启瓶器拔塞器,3007581750376,红色*1个,0,1.2,0.5
【多规格可选】飞机盒 打包快递纸盒三层加硬飞机纸盒正方形纸盒纸箱包装盒/个,3007579644410,15*10*4cm*1个,0,0.4,0.3
厨艺厨房好帮手A7壳漏勺组合两件套CY-3055,6928343330551,,0,5.1,3.6
培金 抽拉式儿童水枪 情侣浪漫拍照儿童玩具喷水大容量抽拉式散射水炮呲滋水/支,6975460290206,,0,5.1,3
【刺绣字母棒球帽】韩版百搭棒球帽女显脸小秋季软顶大头围百搭复古鸭舌帽男弯檐帽/顶,3007551443710,藏青*1个,0,9.5,4.2
蚊香盘托 蚊香底盘家用锯齿网格卧室防火蚊香盘香薰盘接灰盘支架野钓户外蚊香架／个,3007546595561,带盖蚊香盘,0,1.3,1
【性感白丝】夏季过膝袜 丝袜女白丝袜 高筒袜网红白丝袜 1双,3007543469735,平口白丝袜均码（适合80-160斤密发货,0,2.7,1.4
【复古细腰带】腰带女免打孔小腰带无孔女学生ins风百搭皮带女细软不用打孔/条,3007526275438,黑色【105cm】*1条,0,4.1,2.1
马卡龙色简洁风椭圆形宠物双碗 猫碗狗碗狗盆喝水碗吃饭碗宠物食盆宠物食物碗宠物用品蓝色/个,3002995951111,绿色*1个,0,3.6,2.5
【3c认证】电动车头盔 男女四季通用防风保暖摩托车头盔防护头部电动车轻便半盔／个,3007512483885,3C认证【月影白】透明短镜,0,16.8,10.26
马卡龙色简洁风椭圆形宠物双碗 猫碗狗碗狗盆喝水碗吃饭碗宠物食盆宠物食物碗宠物用品蓝色/个,3007354731717,蓝色*1个,0,3.6,2.5
【餐具五件套】小麦秸秆泡面碗 大容量饭碗耐摔方便面碗带盖勺子叉子筷子饭盒/套,3007463550414,颜色随机*1套,0,6.9,2.4
睡裙连体女夏款ins风条纹睡衣夏天短袖宽松学生长款睡衣女可外穿家居服/件,3007453159368,短袖裙-黑白条纹XL,0,26.8,9.9
【随身装]诚实一口P40全阶段全价猫粮试吃40g/包,6972125518187,1.5kg*1袋,0,#N/A,62.1
【无痕防滑衣架】无痕防滑晾衣架 10个／把（颜色随机）衣架子晒衣服衣架挂加厚加粗收纳挂架,3007418221116,北欧色【40厘米平肩带钩】浸塑,0,9,4.5
精选彩色U型纱剪 弹簧纱线剪刀 十字绣U形剪刀 三色裁缝线头剪 颜色随机／把,3007398136998,一个,0,1.1,0.5
透明opp不干胶自粘袋自封袋 服装包装袋书籍饰品防水防尘袋塑料收纳袋子／个(多规格可选),3007395993310,30cm×40cm*1个,0,0.2,0.1
陈贵人A2/A3纯乳胶手套 加厚耐磨家用防水洗衣洗碗干家务手套纯胶优质,6977170370070,A3款,0,6,3.5
儿童防滑袜 儿童游乐场硅胶防滑蹦床袜宝宝早教地板袜套儿童成人短筒瑜伽袜子/双（颜色随机）,3007385905217,高/低帮30-35码*1双（5-11岁）,0,2.7,1.5
汽车轮胎防滑链【轮胎145-275】雪地脱困通用型货车轿车suv越野不伤胎应急扎带式/条,3008467404253,,0,13.1,11
潮秀绿茶袖 户外遮纹身冰袖山地骑行反光袖套护臂套防晒开车男女手臂套,3009096013014,黑色,0,4.9,4.1
【五分鲨鱼裤】紧身口袋手机收腹提臀瑜伽裤健身骑行外穿夏季薄款运动芭比打底裤／件,3007350207742,灰色XL（适合130~155斤）,0,15,8.7
【免帖无痕】儿童防撞角 T/L型可选加厚桌透明角防磕碰硅胶护角桌角安全保护套包边贴条/个,3007348230264,L形3M胶,0,0.5,0.3
【颜色可选】学院风纯色jk百褶裙 百褶裙学院风高腰a字群显瘦百搭短裙半身裙 1条,3007335641011,浅灰-常规S,0,17.4,9.1
潮秀加大版防晒冰袖,3000517502889,灰色,0,5.7,5.2
【加固双位】无痕防滑衣架 42cm干湿防滑衣服撑衣架家用宽肩衣撑晾晒衣架塑料防风衣夹／个,3007326039612,【静谧灰】*1个,0,0.9,0.6
不锈钢家用锅铲汤勺 木质长柄炒菜锅铲盛汤勺子炒铲火锅勺盛粥稀饭勺/把,3007323952655,锅铲*1个,0,6,2.2
【冰丝无痕打底裤】冰丝安全裤内裤波纹白色打底防走光安全裤女夏天薄款保险短裤大码可外穿/条,3007321425496,黑色【波浪款】L码 85-115斤,0,7.2,2.9
潮秀加大版防晒冰袖,3003590869290,黑色,0,5.7,4.1
【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋/双,3007316998035,鞋码40-41建议39-40脚绿色∵,0,8.4,3.8
性感蕾丝小胸聚拢内衣女性胸罩无钢圈收副乳防下垂纯欲风文胸套装 香槟白/套,3007315222551,香槟色套装34/75AB,0,27,14.1
潮秀加大版防晒冰袖,6974150111364,白色,0,5.7,4.1
踩屎感boost内增高鞋垫男女不累脚防臭透气爆米花全垫增高鞋垫/双,3007294627613,3.5cm 37-38,0,5.4,3.9
【改短固定夹】多色可选裤子裤脚改短神器衣服袖子免钉扣挽边裤脚扣收口器收腿扣磁吸免缝扣/个,3007263479847,金色*1个,0,1.1,0.7
潮秀薄荷袖（黑色）,6974150110794,,0,4.2,2.7
【规格可选】软手柄钩针 毛线针diy编织工具单头彩色软柄有柄钩针毛衣针/根(颜色随机）,3007254259618,6.0mm,0,2.1,0.9
【无痕中腰内裤】女士性感日系裆布棉透气中腰塑身少女三角内裤女夏季无痕内裤/条,3007249811654,白色L【100-120斤】,0,6,2.5
吉他专用拨弦片 电吉他拨片尤克里里赛璐璐Pick拨片弹片民谣木吉他自选厚度速弹扫弦／个,3007248108892,磨砂面0.71mm,0,0.7,0.22
【运动护踝】男女通用防崴脚环形加压防护脚踝护具双侧魔术贴跳绳篮球护脚腕用品／个,3007245941614,M左脚黑色,0,9,3.8
镀锌六角螺母 4.8级螺丝螺母螺帽M4-M8螺栓六角螺母/颗,3007238851319,M4一个,0,0.1,0.1
【防油防水】一次性桌布 2m*2m可爱卡通桌布书桌茶几盖布户外野餐垫餐桌垫防油台布/张,3007236700619,1张梨想成真200*200,0,1.2,0.8
【防油防水】一次性桌布 2m*2m可爱卡通桌布书桌茶几盖布户外野餐垫餐桌垫防油台布/张,3007226492715,1张大橘大利200*200,0,1.2,0.8
硅胶揉面垫加厚不粘防滑硅胶垫手擀面杖厨房烘焙案板可折叠硅胶垫/套,3007196959416,平面款40*50,0,13.8,4.8
超能 女士内衣专用皂 101g*2块/组 除菌去异味洗衣皂内衣皂,6910019016111,101g*2块,0,6,4.5
ins复古灰棒球帽子女春夏季美式街头百搭素颜显脸小鸭舌帽 1个,3007155975198,灰色*1顶,0,13.1,6.4
韩版小清新礼品袋 纸袋子伴手礼手提袋生日礼物包装袋／个（手工测量略有误差）,3007137055214,大号26*10*32,0,2.2,1.7
纯欲性感女装衣服公主v领蕾丝边黑色长袖T恤内搭打底衫辣妹春秋冬叠穿修身百搭上衣 /1件,3007131559312,黑色XL,0,31.2,17.5
【竹节跳绳】儿童专用跳绳居家运动竹节跳绳儿童跳绳幼儿园小学生专用可签名调节不打结不绕绳／个,3007125421717,粉色一条,0,7.7,3
超能 食用级洗洁精1kg/瓶 食用小苏打快速去污油西柚祛腥果蔬农残,6910019019327,1千克*1瓶,0,12,8.7
踩屎感boost内增高鞋垫男女不累脚防臭透气爆米花全垫增高鞋垫/双,3007093919117,3.5cm 41-42,0,5.4,3.9
【防滑防磨】佳选 翅膀点胶4D后跟贴隐形海绵脚贴高跟鞋防掉跟鞋贴调节神器 肤色／包,3007077809212,粉色厚款/双,0,2.3,1.5
【尺寸可选】磨砂透明手提袋 pp婚庆喜糖伴手礼袋子高级感生日礼品袋节日送礼/个,3007068321518,1号竖版【15*13*6】,0,1.2,0.9
【多种编织】四股牛奶棉 牛奶线混纺线围巾帽子diy玩偶线钩针线儿童毛线团针织线/团,3007045627596,47天蓝*1个,0,2.1,1.2
快递物流搬家纸箱 打包箱发货包装箱搬家打包收纳电商纸盒纸板箱子瓦楞纸／个,3007043928220,11号（14.5*8.5*10.5cm）,0,0.7,0.22
【简约厚底拖鞋女】夏季室内拖鞋浴室居家情侣拖鞋拖鞋男外穿/双（新老款随机）,3007036928589,白色44-45码*1双,0,10.8,5.5
男士内裤裸感舒适简约透气亲肤活力纯色中腰平角裤1条,3007024108399,浅灰（有印码）2XL【建议120-140斤】,0,3.6,2.4
【珊瑚绒浴巾】云朵格浴巾 70×140cm吸水洗澡毛巾成人家用加厚软糯细腻/条,3007016352748,粉色70*140,0,12.9,6.1
【颜色可选】魔术贴 窗帘门帘双面背胶子母扣粘贴胶单面粘贴自粘条多拍不裁宽3cm长1m／条,3006995873572,白色3cm宽 勾面+毛面,0,2.3,1.3
【紫色连衣裙】蕾丝开衫包臀鱼尾裙吊带连衣裙两件套装御姐风情万种的裙子/条,3006993399760,紫色套装L,0,53.4,35.7
【袜子】优选 新款洛丽塔JK女袜子学生学院中筒配玛丽珍皮鞋子夏季花边日系公主/双,3006954822221,白色均码,0,2,1.2
无烟圆形蜡烛 节日氛围装饰求婚告白布置非香薰蜡烛酥油茶蜡家用长明灯/个,3006942667513,红色/1粒,0,0.3,0.2
超级联盟 Hero Pets 3度鲜冻干系列 羊奶厚乳棒 猫狗零食60g,6971877250185,60g,0,12,11.39
超级联盟 Hero Pets 3度鲜冻干系列 鸭胸干 猫狗零食60g,6971877250673,60g,0,12,11.39
【规格可选】塑料手提袋hello兔服装店包装袋礼品袋购物袋子 1个,3006932262070,nice小熊;宽 30*20,0,0.4,0.3
【多色可选】手缝线 家用302缝纫线手工diy小卷线牛仔裤涤纶线宝塔线缝衣服针线手提线／卷,3006926042312,咖啡色咖啡色,0,0.6,0.4
【尺寸可选】磨砂透明手提袋 pp婚庆喜糖伴手礼袋子高级感生日礼品袋节日送礼/个,3006925143515,10号竖版【35*25*10】,0,2.4,1.5
超级联盟 Hero Pets 3度鲜冻干系列 鸭肉粒 猫狗零食85g,6971877250468,85g,0,12,11.39
超级联盟 Hero Pets 3度鲜冻干系列 鸡胸肉块 80g*1罐,6971877250475,80g,0,12,11.39
【尺寸可选】磨砂透明手提袋 pp婚庆喜糖伴手礼袋子高级感生日礼品袋节日送礼/个,3006910462515,3号竖版【21*15*8】,0,1.3,1
【规格可选】奖金奖字红包 公司奖金颁奖年会年终奖奖学金红包利是红包袋团建红包墙／个,3006898181460,百元款一个,0,0.9,0.3
超级联盟 Hero Pets 3度鲜冻干系列 北极磷虾 猫狗零食65g,6971877250161,65g,0,12,11.39
男士内裤裸感舒适简约透气亲肤活力纯色中腰平角裤1条,3006895952629,浅灰（有印码）XL【建议100-120斤】,0,3.6,2.4
针织棉按摩枕 护颈枕头 45x70cm（±4cm）／1只 枕芯可水洗酒店成人家用枕头芯,3006892540584,高枕800克,0,22.2,11.8
品牌随机 莫代尔三分裤打底裤 冰丝无痕防走光安全裤女夏／条（冰丝平口）,3006887747318,黑色【莫代尔】XL码 115-135斤,0,7.7,3.9
厚款聚拢胸贴上托小胸不掉显大漫画胸隐形无肩带婚纱礼服可用一次性文胸内衣 【两色可选】/套,3006875796519,肤色C罩杯,0,19.5,6.8
赵露思同款韩国女高老爹鞋新款百搭网面透气ins潮超火厚底休闲运动鞋 银色 /1双,3006866950890,液态银36码,0,64.8,30.7
超级联盟 鲜肉酱包犬猫通用鸡肉鸭肉三文鱼牛肉湿粮包全价主食零食100g,6971877251120,乳鸽+墨鱼 100克,0,2.7,2.4
【五分鲨鱼裤】紧身口袋手机收腹提臀瑜伽裤健身骑行外穿夏季薄款运动芭比打底裤／件,3006847376763,灰色L（适合105~130斤）,0,15,8.7
超级联盟 鲜肉酱包犬猫通用鸡肉鸭肉三文鱼牛肉湿粮包全价主食零食100g,6971877251113,牛肉+蔓越莓 100克,0,2.7,2.4
【刺绣字母棒球帽】韩版百搭棒球帽女显脸小秋季软顶大头围百搭复古鸭舌帽男弯檐帽/顶,3006832759311,酒红*1个,0,9.5,4.2
超级联盟 鲜肉酱包犬猫通用鸡肉鸭肉三文鱼牛肉湿粮包全价主食零食100g,6971877251106,鸡肉+羊奶 100克,0,2.7,2.4
加厚白色手提袋子 50个外卖打包袋塑料袋垃圾袋一次性打包袋子背心袋手提袋／捆,3006822919732,24*36（50个/捆）,0,2.1,1.5
地贴防滑警示贴 小心台阶小心地滑提示贴地贴警示贴PVC楼梯标识贴警示安全标识贴/张,3006820065691,小心地滑一张,0,1.2,0.5
【圆润针头】双尖碳化毛衣针 尺寸可选编织用针竹针围巾编织针棒针衣织针双头毛线针鞋针/对,3006804899311,6.0MM*1对,0,1.8,0.6
超级联盟 猫 主食罐头170g,6971877251335,乳鸽主食罐头 170g,0,5.6,4.6
可爱北欧小卷尺 简约随身软皮尺测量三围尺自动收缩 150cm／卷（颜色随机）,3006776784714,一个,0,1.8,0.7
【颜色可选】拉菲草100g 礼盒礼袋伴手礼包装装饰填充物大包拉菲草碎纸丝水果盒铺草垫/包,3006754500329,24#米白100克一包,0,3.6,2.4
透明opp不干胶自粘袋自封袋 服装包装袋书籍饰品防水防尘袋塑料收纳袋子／个(多规格可选),3006742266459,50cm×60cm*1个,0,0.6,0.2
【运动肌肉贴】篮球骑行护具羽毛球篮球登山足球网球运动提拉绷带健身弹力贴合透气舒适／卷,3006732050549,迷彩军绿色超细布5CM*5M,0,5.3,3.8
【经典马丁靴】男鞋秋冬新款高帮工装靴子马丁鞋 黄色1双 英伦风短靴百搭潮鞋,3006730043215,F1黄色42,0,29.9,24.6
美背收乳内衣 女大胸显小无钢圈聚拢睡眠文胸胸罩背心收副乳/件（内选规格）,3006728648569,奶白色S 【32/70ABC】,0,15,8.5
【颜色可选】LED电子蜡烛 圆形露营灯浪漫情调求婚引路灯生日场景氛围装饰蜡烛灯无烟/个,3006714590117,白外壳黄光微闪一个,0,0.6,0.4
【规格可选】软手柄钩针 毛线针diy编织工具单头彩色软柄有柄钩针毛衣针/根(颜色随机）,3006698566375,2.0mm,0,2,0.7
刮痧板拨筋棒面部亚克力脸珢部拔经美容棒三角心形刮痧片仿牛角/份,3006693634314,拨筋棒,0,3.5,1.2
【裁判口哨带挂绳】独立包装金属哨子声音脆响优质好钢口哨体育运动用品穿透力强声音响亮／个,3006660892211,一个,0,3,1.1
【超火奶油风】32寸生日气球网红ins奶油色大数字铝膜生日派对装饰布置/个（数字可选）,3006648005978,32寸数字奶油色 5,0,2.9,1.1
【细密网孔】不锈钢漏筛 豆浆过滤网果汁平底网漏勺芝麻筛家用厨房细面粉筛子/把,3006631885549,1个,0,5.2,1.8
馋小脆小米煎饼-烧烤111g办公室KTV休闲鱿鱼卷锅巴小零食,6946565701034,111g,0,#N/A,2.9
【电子运动秒表】高清大屏计时器电子表定时提醒体育运动教练裁判双排道精准计时记忆跑表／个,3006615885411,一个,0,10.8,6
【密封防潮】开窗牛皮纸袋 防油纸袋自封袋坚果透明食品包装茶叶密封袋牛皮纸袋／个,3006614763512,18*26cm+ 4*开窗1个,0,0.4,0.3
【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋/双,3006609103415,鞋码40-41建议39-40脚黑色∵,0,8.4,3.8
性感蕾丝小胸聚拢内衣女性胸罩无钢圈收副乳防下垂纯欲风文胸套装 香槟白/套,3006586614317,香槟色套装36/80AB,0,27,14.1
【规格可选】奖金奖字红包 公司奖金颁奖年会年终奖奖学金红包利是红包袋团建红包墙／个,3006581643312,千元款一个,0,0.9,0.4
【颜色可选】学院风纯色jk百褶裙 百褶裙学院风高腰a字群显瘦百搭短裙半身裙 1条,3006581290011,黑色-常规XL,0,17.4,9.1
"参半 SP-4益生菌清新牙膏20g 益生菌清新口气动感薄荷味/支(非卖品字样,介意勿拍)",6970356165286,20g*1支,0,3.9,1.4
塑料编织袋蛇皮袋 快递物流搬家打包袋子建筑装修垃圾沙土袋／个(规格可选),3006579793111,1个60*80,0,0.5,0.3
彩虹蚊香液直插器超值装（1+1）无味,6907861191417,70g*1盒,0,21.3,15.6
新款运动内衣适合跑步运动背心文胸聚拢定型美背健身瑜伽服装夏／1件（黑色）,3006571193414,黑色L建议136-170斤,0,16.8,10.4
[彩虹]蚊香(加大盘)(无烟)(桂花檀香)175g(10单圈)/盒,6907861049909,175克,0,4.2,3.5
【颜色可选】学院风纯色jk百褶裙 百褶裙学院风高腰a字群显瘦百搭短裙半身裙 1条,3006537595528,咖啡色M,0,17.4,9.1
【彩虹杀虫剂】杀虫气雾剂杀虫剂 （清香型）400ml/1瓶（包装随机）,6907861191301,400g*1瓶,0,17.4,14.4
彩虹杀虫气雾剂600ml玫瑰花香-5232,6907861190915,600ml*1瓶,0,18,16.1
【海绵后跟贴】贴防掉跟防磨一码脚后跟防磨贴高跟鞋半码垫海绵高跟鞋脚跟贴/双 (颜色随机),3006513937113,弯月款,0,1.2,0.4
薄款防晒露指手套采摘防护男女夏季打包分拣劳保手套防晒手套 黑色/双,3006512234954,漏五指黑色,0,1.8,0.6
圆头一字扣蝴蝶结浅口女士单鞋 粗低跟法式复古玛丽珍软底中跟百搭奶奶鞋百搭休闲鞋平底鞋/双,3006504315012,米白色升级版36,0,40.8,23
【颜色可选】学院风纯色jk百褶裙 百褶裙学院风高腰a字群显瘦百搭短裙半身裙 1条,3006494687519,浅灰-常规M,0,17.4,9.1
【加大加厚】双耳透明洗脸盆 直径30／34／37cm塑料面盆洗衣盆洗菜水盆／个(颜色随机）,3006489674241,中号1个,0,6.5,3.59
女生大码内裤女士莫代尔中腰无痕不夹臀桑蚕丝抑菌裆透气女式三角短裤/条,3006483957432,浅粉L,0,9,4.5
木浆棉海绵擦 吸水魔力海绵强力擦清洁去污厨房洗碗刷锅百洁布耐用刷碗布/块(图案随机),3006478412526,圆形随机*1个,0,1.2,0.7
【颜色可选】拉菲草100g 礼盒礼袋伴手礼包装装饰填充物大包拉菲草碎纸丝水果盒铺草垫/包,3006472295033,5#浅粉色100克一包,0,3.6,2.4
彩虹 檀香型10单圈驱蚊线香 40g/盒,6907861193084,40g*1盒,0,3.6,3.4
彩虹 无味电热蚊香液48夜 36ml/瓶,6907861050196,36ml*1盒,0,14.4,12
插销 不锈钢小方插销门锁扣木门窗卫生间防盗加厚门栓门扣明装插销3寸/4寸,3007565197234,4寸,0,2.1,1.5
银色耳钉女 防过敏养耳棒简约新款潮简约小巧耳棍针耳饰耳环/对,3006427674319,银色光面4mm,0,4.3,1.5
日系女士内裤无痕简约少女日韩风可爱学生中腰透气女士三角裤内裤女颜色随机/条,3006411584518,灰色L【100-125斤】,0,4.1,1.6
马丁靴男高帮英伦风切尔西靴潮鞋工装 春季机车黑色男鞋/双,3006398177017,ZQ02黑色39,0,36,27.5
硅胶揉面垫加厚不粘防滑硅胶垫手擀面杖厨房烘焙案板可折叠硅胶垫/套,3006362190097,平面款50*70,0,17.9,9.6
专业飞盘175g竞技比赛运动户外极限健身飞盘成人比赛儿童可回旋,3006361405956,随机图案飞盘-1个,0,5.7,3
【无痕中腰内裤】女士性感日系裆布棉透气中腰塑身少女三角内裤女夏季无痕内裤/条,3006343209640,白色XL【120-140斤】,0,6,2.5
箍王不锈钢水管卡箍水枪接头管子卡扣万能软管固定抱箍/个（手柄十字喉箍随机发）,3004062944392,,0,0.6,0.2
美背收乳内衣 女大胸显小无钢圈聚拢睡眠文胸胸罩背心收副乳/件（内选规格）,3006337048859,奶白色M【34/75ABC】,0,15,8.5
卡通毛绒地垫 加厚速干吸水垫子浴室家用脚垫入户门垫地毯可水洗派对猫猫/张,3006331292418,四猫40*60cm*1个,0,9.5,4.5
【指压板】指压板原地超慢跑足底按摩垫成人疏通经络脚底塑料室内圆形趾压板／个,3006329570252,天空蓝【加大加厚】55CM,0,17.9,6.9
【超火奶油风】32寸生日气球网红ins奶油色大数字铝膜生日派对装饰布置/个（数字可选）,3006326678234,32寸数字奶油色 2,0,2.9,1.1
铜线灯串 三挡闪光LED彩灯生日送女友礼物房间布置户外露营摆摊氛围装饰彩灯自带电池／条,3006324442110,4.8V100cm暖色10灯,0,1.5,1
【防霉耐摔】高档合金筷子 家用餐具酒店餐厅不发霉易清洗防滑耐温筷子／双,3006313589215,金福1双,0,1.1,0.4
【女士哑铃】八角女士哑铃壶铃健身家用器材儿童男士包胶杠铃套装组合小哑铃小学练臂肌／个,3006292862729,蓝色1KG*1个,0,11.8,4.1
【刮刷两用】硬毛地刷 长柄刷子厕所浴室硬毛清洁刷洗地清洁瓷砖地板刷地毯刷／把,3006289677411,白色*1个,0,10.1,5.45
日系薄款少女内裤女士中腰蕾丝边无痕简约甜美透气冰丝内裤三角裤 /1条,3006271547111,肤色M,0,5.9,2.1
不锈钢连排挂钩厨房墙壁排钩浴室挂衣架可打孔强力承重304一排钩,3005687388257,3钩,0,3.3,2.1
夏季薄款女包芯丝黑色丝袜全透明无痕连裤袜JK黑丝连裤袜／条,3006250616418,肤色-夏季薄款均码适合80-160斤,0,5.3,1.9
啦啦操花球 啦啦队手花手摇花舞蹈演出手拿花拉拉队花球表演彩球／个,3006225593515,20克双孔,0,1.8,0.8
【无痕透气】芒果硅胶胸贴薄款文胸隐形内衣胸贴女婚纱聚拢小胸大胸内衣 1/件,3006209981598,黑色透气款A罩杯*1对,0,4.9,1.7
【高腰显瘦a字短裤】黑色短裤港风设计感夏季外穿显瘦辣妹打底裤网红弹性包臀百搭热裤/1条,3006172815319,黑色L【建议适合105-115斤】,0,20.9,10
增高厚底小白鞋赵露思同款增高小香风约5CM高级板鞋新款女士休闲鞋百搭校园风鞋子 /双,3006170914212,白色37,0,43.6,25.6
【轻巧便携】一次性围裙 PE围裙防水防油污火锅烧烤餐饮厨房儿童用餐画画围腰／包,3006166494711,1张,0,0.3,0.1
【软体呼啦圈】二代软体呼拉圈软体加重健身减肥家用方便收纳中小学生成人瘦腰肚子收腹／个,3006147398618,一个,0,23.9,14.6
不锈钢S型挂钩 s勾加粗多功能晒香肠腊肉厨具厨房学生宿舍实心钩子无痕挂钩 1个,3005015107314,小号单个,0,0.3,0.3
【简约拖鞋】拖鞋女夏季室外拖鞋软底舒适凉拖鞋居家室内拖鞋浴室洗澡情侣拖鞋男/双,3006141239917,黑色40-41码*1双【建议39-40】,0,7.2,3.2
不锈钢 加厚 马鞍卡欧姆卡半边管卡线管水管卡骑马卡16 20 25 32 50 75 ／个,3003350609067,固定管径75mm,0,1.5,0.5
不锈钢 加厚 马鞍卡欧姆卡半边管卡线管水管卡骑马卡16 20 25 32 50 75 ／个,3001419922393,固定管径50mm,0,0.9,0.3
瑰蜜思直卷二合一卷发棒 速热陶瓷干湿两用自动大卷拉直板夹懒人刘海烫发神器宿舍可用电夹板/个,3006098478513,土豪金+恒温护发,0,16.8,9.9
不锈钢 加厚 马鞍卡欧姆卡半边管卡线管水管卡骑马卡16 20 25 32 50 75 ／个,3002936776315,固定管径32mm,0,0.6,0.2
【改短固定夹】多色可选裤子裤脚改短神器衣服袖子免钉扣挽边裤脚扣收口器收腿扣磁吸免缝扣/个,3006088114278,银色*1个,0,1.1,0.7
彩色短手柄清洁球 洗锅刷带把手厨房刷锅洗碗刷纤维钢丝球/个(颜色随机),3006087372419,颜色随机*1个,0,1.5,0.6
【跳舞海绵护膝】保暖排球舞蹈护膝跪地防碰撞运动防护护具练功加厚滑雪护具运动骑行护膝／副,3006087303949,S码,0,7.2,4.6
不锈钢 加厚 马鞍卡欧姆卡半边管卡线管水管卡骑马卡16 20 25 32 50 75 ／个,3006545441411,固定管径25mm,0,0.6,0.2
【可微波耐热】玻璃饭盒 微波炉加热饭盒带盖带饭保温便当盒分隔餐学生饭盒/个(颜色随机),3006062524017,长方形1040ml蓝色,0,15.5,7
不锈钢 加厚 马鞍卡欧姆卡半边管卡线管水管卡骑马卡16 20 25 32 50 75 ／个,3006918068771,固定管径20mm,0,0.6,0.2
【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋/双,3006056809090,鞋码44-45建议43-44脚白色∵,0,8.4,3.8
吉他专用拨弦片 电吉他拨片尤克里里赛璐璐Pick拨片弹片民谣木吉他自选厚度速弹扫弦／个,3006032148182,磨砂面0.81mm,0,0.7,0.22
